customer_id,age,Age_groups,gender,city,annual_income,spend_score,total_orders,avg_order_value,last_purchase_days_ago,loyalty_status,preferred_channel,Profile_richness,spend score blanks%
CUST102777,47,,Male,Chennai,1500000,64,,2300,252,,Online,Higher,
CUST102778,69,,,Bengaluru,1300000,20,50,9800,354,Platinum,Website,Lower,
CUST102779,25,,Unknown,Ahmedabad,175000,28,40,6900,284,Platinum,In-store,Lower,
CUST102780,39,,Male,Bengaluru,1100000,14,46,6000,351,Bronze,In-store,Higher,
CUST102781,61,,Female,Kolkata,1250000,44,51,8100,71,Bronze,Website,Higher,
CUST102782,53,,Female,Kolkata,925000,98,11,1000,323,,Mobile App,Higher,
CUST102783,22,,Male,Kolkata,1750000,77,12,9800,100,Platinum,Mobile App,Higher,
CUST102784,30,,Unknown,Kolkata,1075000,95,13,4000,61,Platinum,,Lower,
CUST102785,46,,,Delhi,unknown,97,64,2800,103,,Online,Lower,
CUST102786,48,,,,400000,39,8,6600,119,Silver,,Lower,
CUST102787,64,,Male,Bengaluru,375000,28,65,3200,17,Gold,In-store,Higher,
CUST102788,NA,,Female,,1600000,64,9,1100,305,,Website,Higher,
CUST102789,33,,,,1500000,89,2,3400,191,,Online,Lower,
CUST102790,59,,Male,Bengaluru,625000,32,78,1300,212,,Website,Higher,
CUST102791,47,,Unknown,Delhi,550000,9,13,8800,78,,Online,Lower,
CUST102792,NA,,,,1825000,28,2,3600,46,Bronze,,Lower,
CUST102793,33,,Unknown,,250000,95,68,10700,93,Bronze,In-store,Lower,
CUST102794,29,,Male,,1625000,17,76,2000,13,Silver,In-store,Higher,
CUST102795,34,,Female,Chennai,700000,87,48,2100,228,,,Higher,
CUST102796,33,,Male,,1275000,77,74,5600,301,Bronze,Online,Higher,
CUST102797,29,,Unknown,Bengaluru,1425000,55,3,8400,17,,Mobile App,Lower,
CUST102798,25,,,Kolkata,375000,10,68,3900,303,,Online,Lower,
CUST102799,37,,Female,Kolkata,1275000,80,6,8400,62,Platinum,In-store,Higher,
CUST102800,20,,,Ahmedabad,825000,6,5,1400,43,Gold,Website,Lower,
CUST102801,33,,Female,,1200000,48,3,600,68,Gold,,Higher,
CUST102802,47,,,Chennai,775000,75,10,11300,212,,Website,Lower,
CUST102803,62,,Male,Bengaluru,1500000,67,43,4500,203,Gold,In-store,Higher,
CUST102804,40,,,Bengaluru,1325000,92,19,2900,214,Gold,Website,Lower,
CUST102805,45,,,Hyderabad,850000,41,14,5300,109,,Mobile App,Lower,
CUST102806,68,,Unknown,Mumbai,800000,79,21,700,284,,Mobile App,Lower,
CUST102807,57,,Female,,575000,60,43,800,94,Platinum,Online,Higher,
CUST102808,,,Unknown,Bengaluru,1625000,77,28,7900,225,Silver,Website,Lower,
CUST102809,22,,,Pune,1975000,42,21,8900,225,Bronze,Website,Lower,
CUST102810,37,,,Bengaluru,1850000,81,36,10800,239,Bronze,In-store,Lower,
CUST102811,57,,Female,Hyderabad,1975000,71,24,5800,118,,Online,Higher,
CUST102812,61,,Unknown,,650000,28,54,9100,91,,Online,Lower,
CUST102813,18,,Male,Delhi,725000,,38,11200,340,Gold,Website,Higher,
CUST102814,47,,Unknown,Delhi,200000,13,17,7000,289,Platinum,,Lower,
CUST102815,38,,,Pune,1675000,81,22,11800,281,Silver,Website,Lower,
CUST102816,37,,Unknown,Pune,175000,15,45,,19,,Website,Lower,
CUST102817,23,,,Ahmedabad,1775000,36,74,9800,175,,Website,Lower,
CUST102818,39,,Male,Delhi,1175000,92,61,4600,106,Platinum,Mobile App,Higher,
CUST102819,35,,Male,,975000,15,11,1700,289,,,Higher,
CUST102820,25,,Female,Delhi,1175000,75,61,9200,248,Platinum,Online,Higher,
CUST102821,56,,,Mumbai,625000,56,38,4400,323,,,Lower,
CUST102822,49,,Male,,1825000,95,66,1300,142,Platinum,Mobile App,Higher,
CUST102823,50,,Female,Delhi,1250000,4,33,7500,298,Gold,,Higher,
CUST102824,,,Female,Kolkata,,99,43,1300,193,Platinum,In-store,Higher,
CUST102825,33,,Female,Ahmedabad,1175000,98,31,6800,351,Silver,,Higher,
CUST102826,29,,,Hyderabad,1300000,52,35,11100,303,Platinum,Online,Lower,
CUST102827,55,,Unknown,Pune,250000,91,37,2900,291,Bronze,In-store,Lower,
CUST102828,69,,,Mumbai,1350000,10,47,,332,Platinum,,Lower,
CUST102829,51,,Female,Pune,1050000,94,23,6000,208,,,Higher,
CUST102830,31,,,Ahmedabad,975000,45,36,9200,248,,Online,Lower,
CUST102831,53,,Male,Bengaluru,1950000,84,40,7400,142,Bronze,,Higher,
CUST102832,50,,Male,Mumbai,1875000,29,,2300,311,,In-store,Higher,
CUST102833,40,,Female,Chennai,575000,53,15,2300,222,,In-store,Higher,
CUST102834,67,,Male,Mumbai,600000,29,37,7400,225,Silver,,Higher,
CUST102835,62,,,Ahmedabad,1125000,23,4,300,354,Gold,Mobile App,Lower,
CUST102836,19,,,Hyderabad,550000,57,22,10400,184,Silver,,Lower,
CUST102837,58,,Male,Mumbai,1625000,50,,6000,364,Bronze,,Higher,
CUST102838,38,,Female,Ahmedabad,1175000,21,22,1500,305,,,Higher,
CUST102839,19,,Male,,1925000,43,,7500,188,,,Higher,
CUST102840,44,,Male,,1750000,10,78,9400,113,Gold,Mobile App,Higher,
CUST102841,26,,Female,Delhi,1450000,76,78,800,181,Platinum,Website,Higher,
CUST102842,18,,Male,,300000,30,17,11300,199,Bronze,In-store,Higher,
CUST102843,28,,,Ahmedabad,250000,51,72,8900,70,Gold,,Lower,
CUST102844,20,,Female,Kolkata,725000,33,,11400,86,,Online,Higher,
CUST102845,69,,Male,Bengaluru,825000,18,,10200,39,Gold,In-store,Higher,
CUST102846,40,,Unknown,Delhi,1675000,78,38,6000,131,,In-store,Lower,
CUST102847,43,,,Kolkata,550000,22,24,1900,10,,Website,Lower,
CUST102848,21,,Male,Hyderabad,625000,64,6,7500,3,,In-store,Higher,
CUST102849,35,,Male,Pune,200000,21,68,1400,302,Gold,In-store,Higher,
CUST102850,NA,,Male,Chennai,1050000,1,6,8800,150,,Mobile App,Higher,
CUST102851,23,,,Delhi,500000,15,26,11700,67,,Mobile App,Lower,
CUST102852,52,,Female,,1400000,36,41,5400,193,Silver,Mobile App,Higher,
CUST102853,39,,Male,Bengaluru,1325000,47,75,7800,97,Silver,Mobile App,Higher,
CUST102854,60,,Male,Kolkata,325000,54,38,,19,,Mobile App,Higher,
CUST102855,32,,Female,Ahmedabad,450000,86,,7200,318,,,Higher,
CUST102856,39,,,Delhi,1325000,32,43,11000,98,,Online,Lower,
CUST102857,54,,Male,Pune,200000,58,53,7500,57,,Website,Higher,
CUST102858,69,,Male,Ahmedabad,1750000,46,15,5400,351,Bronze,,Higher,
CUST102859,59,,,Kolkata,1950000,54,56,3900,107,Gold,,Lower,
CUST102860,29,,Male,Bengaluru,900000,33,56,11900,88,Bronze,Mobile App,Higher,
CUST102861,64,,,Mumbai,775000,39,31,500,141,Silver,Website,Lower,
CUST102862,66,,Male,Pune,1525000,23,57,10000,144,Bronze,,Higher,
CUST102863,59,,Male,Ahmedabad,975000,43,51,1000,52,Platinum,In-store,Higher,
CUST102864,55,,Female,Pune,350000,55,24,1200,212,Platinum,,Higher,
CUST102865,35,,Unknown,Hyderabad,1675000,2,58,4900,41,Silver,In-store,Lower,
CUST102866,62,,Unknown,Ahmedabad,450000,66,73,4300,304,Bronze,Website,Lower,
CUST102867,52,,Unknown,Delhi,1850000,38,4,6600,91,Gold,Online,Lower,
CUST102868,47,,,Mumbai,1150000,29,10,4400,39,Silver,Online,Lower,
CUST102869,41,,,Mumbai,unknown,67,63,4500,13,Platinum,Website,Lower,
CUST102870,59,,,Chennai,150000,71,73,1100,96,Silver,Online,Lower,
CUST102871,47,,Female,Pune,1300000,36,15,1600,109,Bronze,Online,Higher,
CUST102872,31,,,,225000,29,63,10300,104,Bronze,In-store,Lower,
CUST102873,23,,Unknown,Mumbai,1700000,37,19,9300,354,Bronze,Online,Lower,
CUST102874,20,,Unknown,Mumbai,1425000,100,63,10700,231,,Online,Lower,
CUST102875,33,,Male,Hyderabad,375000,87,56,9800,43,Bronze,Website,Higher,
CUST102876,24,,,,825000,45,21,600,209,,Online,Lower,
CUST102877,69,,Male,Hyderabad,275000,16,34,400,88,Platinum,,Higher,
CUST102878,31,,Male,Hyderabad,800000,31,17,11700,93,Platinum,Mobile App,Higher,
CUST102879,26,,Male,,425000,34,18,9900,174,,Mobile App,Higher,
CUST102880,32,,Male,Pune,1675000,50,,8700,126,Platinum,Website,Higher,
CUST102881,38,,Male,Ahmedabad,1425000,65,66,300,109,Platinum,Mobile App,Higher,
CUST102882,52,,Male,Bengaluru,1325000,82,51,11000,47,Silver,In-store,Higher,
CUST102883,19,,Unknown,,1800000,62,65,7700,214,Bronze,,Lower,
CUST102884,44,,Male,Mumbai,1275000,43,43,6700,92,,,Higher,
CUST102885,19,,Female,Chennai,1975000,56,57,4800,181,,Website,Higher,
CUST102886,52,,,,500000,15,10,6100,41,Silver,Online,Lower,
CUST102887,35,,Male,Ahmedabad,1900000,48,37,7700,259,,Mobile App,Higher,
CUST102888,31,,,,1025000,49,48,900,121,Silver,In-store,Lower,
CUST102889,37,,Female,,475000,81,69,6800,77,,Website,Higher,
CUST102890,35,,Male,Mumbai,200000,44,56,1700,95,Platinum,Website,Higher,
CUST102891,27,,Male,,1800000,10,76,7400,269,Gold,Online,Higher,
CUST102892,42,,,Bengaluru,600000,20,36,,361,Bronze,,Lower,
CUST102893,19,,Male,,,70,31,11800,18,Gold,Mobile App,Higher,
CUST102894,42,,,,1475000,8,55,4900,293,Platinum,In-store,Lower,
CUST102895,,,Female,Mumbai,1850000,45,38,9200,171,,Website,Higher,
CUST102896,50,,Female,Mumbai,375000,34,73,4200,162,Silver,Mobile App,Higher,
CUST102897,53,,,,950000,96,15,4400,311,,In-store,Lower,
CUST102898,48,,,Pune,450000,51,16,5300,52,,,Lower,
CUST102899,31,,Unknown,Chennai,1400000,4,77,3700,36,Platinum,,Lower,
CUST102900,18,,Male,Kolkata,925000,39,53,11800,187,,In-store,Higher,
CUST102901,63,,Female,Hyderabad,,84,56,11200,248,Platinum,,Higher,
CUST102902,33,,Female,,725000,24,7,10700,52,Gold,Website,Higher,
CUST102903,,,,Kolkata,1000000,88,57,4300,19,,Mobile App,Lower,
CUST102904,63,,Female,Ahmedabad,1875000,55,55,8700,92,Silver,In-store,Higher,
CUST102905,69,,Male,Ahmedabad,1125000,26,52,5900,139,,Website,Higher,
CUST102906,20,,Male,Mumbai,1475000,25,4,4000,304,,Mobile App,Higher,
CUST102907,52,,Female,Ahmedabad,1225000,36,43,7400,357,,Mobile App,Higher,
CUST102908,58,,Female,Pune,1675000,71,40,10900,220,,Website,Higher,
CUST102909,23,,Unknown,Chennai,1825000,74,30,9800,99,Bronze,Mobile App,Lower,
CUST102910,42,,Female,Ahmedabad,950000,58,10,1000,236,,,Higher,
CUST102911,30,,Female,Bengaluru,unknown,12,7,11000,207,Platinum,In-store,Higher,
CUST102912,,,Male,Chennai,1525000,1,36,7600,144,Bronze,In-store,Higher,
CUST102913,51,,Male,Pune,1025000,50,35,6500,199,Bronze,Mobile App,Higher,
CUST102914,25,,Female,Kolkata,1475000,25,39,8900,303,,Website,Higher,
CUST102915,38,,,Chennai,600000,80,36,600,323,,Online,Lower,
CUST102916,51,,Female,Chennai,1200000,5,20,5000,287,,,Higher,
CUST102917,21,,,Kolkata,425000,83,49,5400,332,,Mobile App,Lower,
CUST102918,42,,Male,Pune,400000,68,59,4000,264,,Online,Higher,
CUST102919,32,,Female,Ahmedabad,1875000,6,49,9600,217,Platinum,Mobile App,Higher,
CUST102920,21,,Female,Mumbai,425000,26,26,10700,189,,Online,Higher,
CUST102921,62,,Male,,1150000,55,36,8900,44,Silver,Mobile App,Higher,
CUST102922,29,,,Kolkata,750000,39,43,700,291,,Website,Lower,
CUST102923,49,,Male,Kolkata,200000,9,43,8700,189,Bronze,,Higher,
CUST102924,49,,Female,Kolkata,200000,45,76,7200,194,Silver,Online,Higher,
CUST102925,45,,Male,Kolkata,825000,14,33,11500,270,,,Higher,
CUST102926,30,,Female,,700000,55,78,8300,,Silver,Website,Higher,
CUST102927,48,,Female,,1325000,9,45,9100,260,Bronze,,Higher,
CUST102928,31,,Male,Ahmedabad,1800000,15,45,2600,239,,Mobile App,Higher,
CUST102929,37,,,,1175000,37,15,8800,112,Silver,Online,Lower,
CUST102930,35,,Female,,1125000,50,17,7900,69,Platinum,,Higher,
CUST102931,46,,Female,Delhi,275000,84,12,1900,49,Platinum,In-store,Higher,
CUST102932,23,,Female,Kolkata,625000,72,22,8000,311,,Website,Higher,
CUST102933,49,,,Kolkata,400000,96,23,10000,151,,Online,Lower,
CUST102934,46,,Female,Chennai,800000,21,78,9200,239,Silver,Website,Higher,
CUST102935,60,,Male,,650000,57,12,8500,337,Bronze,Online,Higher,
CUST102936,19,,Male,Ahmedabad,450000,19,68,2800,115,Platinum,In-store,Higher,
CUST102937,40,,,Mumbai,1000000,93,51,500,75,Gold,,Lower,
CUST102938,36,,Female,Delhi,1300000,58,13,400,98,,In-store,Higher,
CUST102939,48,,,Delhi,825000,95,57,9400,111,Platinum,Mobile App,Lower,
CUST102940,68,,,Ahmedabad,650000,6,55,400,357,,Website,Lower,
CUST102941,22,,,Mumbai,575000,4,28,2400,285,Silver,,Lower,
CUST102942,36,,Unknown,Chennai,900000,43,44,7300,256,Platinum,Website,Lower,
CUST102943,51,,Male,,1625000,93,19,600,318,Platinum,,Higher,
CUST102944,27,,,Hyderabad,1050000,42,46,11500,309,Silver,Online,Lower,
CUST102945,42,,Female,,650000,3,3,4000,117,,Mobile App,Higher,
CUST102946,19,,Male,Kolkata,475000,1,20,10500,176,,Mobile App,Higher,
CUST102947,28,,Female,Ahmedabad,1625000,55,25,8600,228,Gold,Website,Higher,
CUST102948,67,,,,700000,15,75,7200,347,Gold,Mobile App,Lower,
CUST102949,48,,,Kolkata,850000,47,56,7500,106,,Website,Lower,
CUST102950,32,,Female,Hyderabad,1300000,85,,5400,342,,Online,Higher,
CUST102951,26,,Male,Hyderabad,875000,46,61,3300,239,,Online,Higher,
CUST102952,40,,Female,,1075000,58,55,2800,100,,Website,Higher,
CUST102953,36,,Female,Pune,800000,95,35,3800,176,Platinum,In-store,Higher,
CUST102954,26,,Female,Hyderabad,500000,71,78,2800,350,Gold,In-store,Higher,
CUST102955,52,,Male,,1600000,81,59,3000,249,Silver,Online,Higher,
CUST102956,38,,Male,Bengaluru,200000,83,39,700,76,Bronze,,Higher,
CUST102957,26,,Unknown,Bengaluru,375000,39,57,11700,3,Silver,In-store,Lower,
CUST102958,45,,Male,Kolkata,550000,3,67,7600,81,,Website,Higher,
CUST102959,63,,Female,Kolkata,400000,30,34,2000,361,Bronze,Online,Higher,
CUST102960,68,,Male,Pune,1325000,35,41,1700,288,Platinum,Mobile App,Higher,
CUST102961,24,,Male,Bengaluru,250000,57,22,5900,8,,Mobile App,Higher,
CUST102962,33,,,Kolkata,1850000,29,27,9900,87,Gold,In-store,Lower,
CUST102963,33,,Male,Hyderabad,1725000,50,21,700,286,Bronze,,Higher,
CUST102964,50,,Female,Kolkata,475000,62,41,3900,74,,,Higher,
CUST102965,21,,Male,Delhi,1375000,52,31,10600,123,,In-store,Higher,
CUST102966,21,,Unknown,Pune,775000,14,27,8800,294,Platinum,,Lower,
CUST102967,56,,Female,Ahmedabad,1925000,35,37,8800,143,Bronze,In-store,Higher,
CUST102968,57,,Female,Mumbai,1850000,28,66,2400,158,,Mobile App,Higher,
CUST102969,34,,,Chennai,300000,58,54,5400,109,,,Lower,
CUST102970,54,,Female,Mumbai,525000,30,9,1700,334,Platinum,Mobile App,Higher,
CUST102971,56,,,Mumbai,1500000,90,42,1900,195,,Website,Lower,
CUST102972,69,,,,1525000,7,36,5300,36,Bronze,Website,Lower,
CUST102973,46,,Female,Ahmedabad,225000,39,10,4700,90,,Online,Higher,
CUST102974,69,,Female,Kolkata,1325000,95,59,6500,296,Gold,Mobile App,Higher,
CUST102975,53,,Female,,550000,69,40,3000,330,Platinum,Mobile App,Higher,
CUST102976,55,,,Mumbai,1025000,35,54,6100,201,Bronze,Online,Lower,
CUST102977,56,,Female,Delhi,1875000,52,39,8800,46,,Website,Higher,
CUST102978,67,,,Chennai,1075000,14,7,2300,107,Gold,Website,Lower,
CUST102979,54,,,Mumbai,1675000,63,4,4400,170,,,Lower,
CUST102980,69,,Male,Bengaluru,1325000,36,15,8300,146,,,Higher,
CUST102981,52,,,Ahmedabad,375000,91,76,7100,356,Gold,,Lower,
CUST102982,24,,Male,Ahmedabad,1025000,24,48,8400,178,Bronze,Website,Higher,
CUST102983,44,,Female,Ahmedabad,850000,40,6,1900,61,,,Higher,
CUST102984,45,,,Pune,225000,29,73,7000,3,,In-store,Lower,
CUST102985,39,,Male,Pune,1225000,53,35,,82,Silver,Mobile App,Higher,
CUST102986,31,,Female,Hyderabad,1525000,22,72,900,263,Platinum,,Higher,
CUST102987,24,,Unknown,,1175000,72,71,9100,287,,In-store,Lower,
CUST102988,54,,Male,Chennai,450000,15,68,10300,321,Gold,,Higher,
CUST102989,39,,Female,,1275000,69,58,4200,95,Platinum,Online,Higher,
CUST102990,22,,Male,Kolkata,950000,64,77,4200,64,Bronze,Mobile App,Higher,
CUST102991,NA,,Female,Mumbai,650000,4,19,4500,246,Platinum,,Higher,
CUST102992,19,,,,1550000,75,62,7500,77,Silver,,Lower,
CUST102993,44,,Unknown,Kolkata,1850000,18,71,8500,259,Bronze,,Lower,
CUST102994,38,,,,1875000,42,10,5300,93,,Website,Lower,
CUST102995,,,Unknown,,1800000,30,25,7500,291,,,Lower,
CUST102996,55,,Male,Kolkata,1325000,15,44,2500,271,Bronze,Online,Higher,
CUST102997,32,,Female,Delhi,,70,58,9700,21,Bronze,Online,Higher,
CUST102998,38,,,Pune,950000,55,25,3400,62,Silver,Website,Lower,
CUST102999,27,,Unknown,,1025000,53,76,11800,339,Gold,Online,Lower,
CUST103000,40,,,Chennai,950000,16,40,3300,260,Bronze,Mobile App,Lower,
CUST103001,56,,Female,Bengaluru,900000,73,76,1900,237,Gold,,Higher,
CUST103002,22,,Female,Delhi,650000,34,70,11400,141,Platinum,Online,Higher,
CUST103003,18,,,Pune,800000,27,10,10500,167,,Mobile App,Lower,
CUST103004,30,,Female,Ahmedabad,1925000,13,66,6000,67,Silver,Website,Higher,
CUST103005,38,,,Pune,1675000,100,25,8800,350,,,Lower,
CUST103006,43,,,,775000,27,71,3700,58,Bronze,Website,Lower,
CUST103007,67,,Male,Hyderabad,1775000,73,11,3200,212,,,Higher,
CUST103008,62,,Unknown,Delhi,425000,69,36,6600,130,,Online,Lower,
CUST103009,38,,Male,Ahmedabad,675000,86,49,5500,25,Gold,Online,Higher,
CUST103010,,,Female,,550000,31,48,5300,11,Bronze,,Higher,
CUST103011,35,,Unknown,,300000,3,7,10600,257,,Mobile App,Lower,
CUST103012,54,,,Chennai,1825000,30,77,3900,304,Silver,Mobile App,Lower,
CUST103013,62,,Male,Pune,1050000,21,51,9200,81,,Mobile App,Higher,
CUST103014,49,,Male,,1075000,99,17,800,286,Platinum,In-store,Higher,
CUST103015,53,,Female,Ahmedabad,400000,6,32,3600,19,Platinum,,Higher,
CUST103016,34,,,,150000,92,26,5800,110,Gold,,Lower,
CUST103017,52,,,Hyderabad,750000,32,22,9800,34,,,Lower,
CUST103018,66,,Female,Pune,1175000,42,13,2700,288,Platinum,Mobile App,Higher,
CUST103019,28,,Male,Chennai,1425000,,12,11700,332,Gold,Online,Higher,
CUST103020,38,,Female,Hyderabad,725000,62,71,1500,255,,In-store,Higher,
CUST103021,69,,Unknown,Kolkata,1450000,89,1,6500,126,Bronze,Mobile App,Lower,
CUST103022,NA,,Female,,1525000,32,33,10400,209,Silver,Online,Higher,
CUST103023,,,Male,,1700000,99,14,10400,134,,In-store,Higher,
CUST103024,43,,,Pune,325000,86,64,6800,86,,Online,Lower,
CUST103025,21,,,Pune,1600000,88,43,700,75,Platinum,,Lower,
CUST103026,51,,Male,Ahmedabad,1250000,39,58,7700,135,Platinum,Online,Higher,
CUST103027,69,,Female,Chennai,800000,64,41,1300,301,Silver,In-store,Higher,
CUST103028,65,,Female,Bengaluru,1425000,30,,9000,173,Bronze,Mobile App,Higher,
CUST103029,35,,Male,Kolkata,575000,63,68,8000,213,,,Higher,
CUST103030,57,,Female,Hyderabad,525000,96,39,11100,321,,In-store,Higher,
CUST103031,52,,Male,Delhi,1775000,31,1,9600,350,Platinum,Mobile App,Higher,
CUST103032,58,,,Delhi,250000,87,41,10600,19,,Mobile App,Lower,
CUST103033,46,,Male,Pune,200000,40,45,11300,119,Bronze,Website,Higher,
CUST103034,69,,Unknown,Ahmedabad,1875000,33,79,4600,303,Gold,,Lower,
CUST103035,46,,Unknown,Mumbai,300000,63,,10100,302,Bronze,Website,Lower,
CUST103036,55,,Female,Pune,1375000,25,13,8700,285,,,Higher,
CUST103037,59,,Unknown,Delhi,475000,36,71,,227,,In-store,Lower,
CUST103038,38,,Unknown,Delhi,1075000,24,9,7100,212,Silver,Website,Lower,
CUST103039,59,,,Kolkata,1300000,95,63,10400,356,,,Lower,
CUST103040,30,,Unknown,,950000,58,23,400,189,Platinum,Mobile App,Lower,
CUST103041,66,,Male,Mumbai,1200000,39,54,4200,321,,In-store,Higher,
CUST103042,58,,Unknown,Pune,850000,46,47,3900,151,Silver,Website,Lower,
CUST103043,34,,,Kolkata,1550000,77,39,,223,,Online,Lower,
CUST103044,26,,Unknown,Ahmedabad,250000,10,26,5100,128,Bronze,,Lower,
CUST103045,58,,Unknown,Kolkata,1625000,87,1,10000,248,,,Lower,
CUST103046,18,,Male,Pune,1875000,82,14,7700,51,Bronze,,Higher,
CUST103047,19,,Male,,175000,32,74,3800,191,Bronze,Online,Higher,
CUST103048,65,,Female,Bengaluru,1875000,97,65,7700,237,,In-store,Higher,
CUST103049,46,,Male,Pune,1200000,36,69,7500,22,Bronze,Website,Higher,
CUST103050,50,,Female,Chennai,225000,28,67,7200,110,,Mobile App,Higher,
CUST103051,27,,Male,Delhi,1525000,16,49,3600,327,Gold,Website,Higher,
CUST103052,67,,,Mumbai,1600000,16,50,6000,33,Silver,In-store,Lower,
CUST103053,57,,Male,Mumbai,350000,18,58,11300,127,,In-store,Higher,
CUST103054,38,,Female,,200000,8,53,3900,,Gold,In-store,Higher,
CUST103055,45,,Female,Bengaluru,1325000,80,57,9800,356,Bronze,In-store,Higher,
CUST103056,28,,Female,Chennai,1200000,75,18,6200,44,Bronze,,Higher,
CUST103057,NA,,,Delhi,150000,70,16,1400,7,Silver,Website,Lower,
CUST103058,51,,Female,Mumbai,1550000,1,2,11100,128,Gold,Online,Higher,
CUST103059,25,,Unknown,Chennai,1450000,62,13,3400,91,Gold,Mobile App,Lower,
CUST103060,39,,Male,Kolkata,525000,76,45,8300,130,,Mobile App,Higher,
CUST103061,25,,,,1400000,38,,600,17,Bronze,,Lower,
CUST103062,66,,Unknown,Pune,,92,72,10800,321,Platinum,,Lower,
CUST103063,32,,Unknown,Pune,1500000,45,43,3500,186,,In-store,Lower,
CUST103064,34,,,,150000,58,72,4500,110,,In-store,Lower,
CUST103065,40,,Female,Delhi,825000,81,54,11400,286,,In-store,Higher,
CUST103066,41,,Female,Chennai,1450000,1,74,10900,348,Silver,,Higher,
CUST103067,62,,,Hyderabad,1575000,32,31,1100,163,Silver,Online,Lower,
CUST103068,36,,Male,Mumbai,1950000,8,76,10000,75,,In-store,Higher,
CUST103069,22,,,Ahmedabad,1625000,40,9,10500,199,,,Lower,
CUST103070,49,,,Ahmedabad,1600000,56,73,5300,361,Platinum,,Lower,
CUST103071,61,,Female,Pune,675000,63,48,9600,287,Gold,Online,Higher,
CUST103072,18,,Unknown,Hyderabad,325000,88,18,11600,182,Gold,,Lower,
CUST103073,40,,,Ahmedabad,1350000,74,11,2200,97,Bronze,In-store,Lower,
CUST103074,54,,Female,Bengaluru,1175000,74,62,4100,51,Gold,Website,Higher,
CUST103075,25,,,Bengaluru,800000,36,19,2500,314,Gold,Website,Lower,
CUST103076,30,,,Delhi,1100000,89,74,4300,34,Platinum,Mobile App,Lower,
CUST103077,25,,Female,Hyderabad,750000,57,24,4600,21,Gold,Online,Higher,
CUST103078,40,,Male,Bengaluru,1075000,74,13,3700,184,Platinum,Website,Higher,
CUST103079,60,,Female,Bengaluru,725000,83,46,2500,293,Silver,Mobile App,Higher,
CUST103080,18,,Male,Pune,725000,45,53,,64,Platinum,,Higher,
CUST103081,62,,,Ahmedabad,1625000,79,29,6000,124,Silver,Mobile App,Lower,
CUST103082,68,,,Delhi,1375000,80,36,5000,101,Platinum,In-store,Lower,
CUST103083,41,,Unknown,Chennai,1775000,2,71,10500,119,,In-store,Lower,
CUST103084,52,,,Kolkata,475000,93,17,8900,341,,,Lower,
CUST103085,41,,Male,Mumbai,1450000,68,48,6000,78,Silver,Online,Higher,
CUST103086,34,,Male,Mumbai,925000,50,77,10300,181,Silver,,Higher,
CUST103087,22,,Male,,1325000,29,24,5900,199,Gold,In-store,Higher,
CUST103088,37,,,Kolkata,1100000,95,54,8900,360,Silver,In-store,Lower,
CUST103089,38,,Female,Kolkata,1125000,81,1,4100,190,Platinum,Mobile App,Higher,
CUST103090,57,,,Mumbai,1175000,10,79,3000,328,,Mobile App,Lower,
CUST103091,48,,Female,Mumbai,unknown,27,67,6600,103,,Mobile App,Higher,
CUST103092,63,,Unknown,Chennai,,15,6,6400,333,Gold,Website,Lower,
CUST103093,53,,,Hyderabad,325000,60,78,8500,,Platinum,,Lower,
CUST103094,28,,Male,Hyderabad,775000,31,55,11500,275,Platinum,Online,Higher,
CUST103095,69,,,Chennai,425000,21,38,11400,130,Bronze,Mobile App,Lower,
CUST103096,32,,,Ahmedabad,1200000,60,33,6400,241,Silver,Online,Lower,
CUST103097,36,,Male,Kolkata,1400000,58,8,9600,134,Gold,Mobile App,Higher,
CUST103098,24,,Unknown,,1700000,41,79,8700,157,,In-store,Lower,
CUST103099,68,,,Kolkata,1350000,46,78,9000,318,,Online,Lower,
CUST103100,45,,,,800000,45,20,8700,158,Bronze,Website,Lower,
CUST103101,68,,Male,Mumbai,350000,26,55,2800,359,Platinum,Mobile App,Higher,
CUST103102,60,,Male,Kolkata,1100000,,48,5300,190,Silver,,Higher,
CUST103103,22,,,Mumbai,1750000,51,56,5200,100,,,Lower,
CUST103104,22,,Female,Kolkata,1900000,36,10,11700,52,Bronze,In-store,Higher,
CUST103105,47,,Unknown,,1900000,52,52,3800,49,Platinum,Mobile App,Lower,
CUST103106,,,Male,Ahmedabad,300000,81,50,2800,100,,Online,Higher,
CUST103107,49,,,,1925000,51,34,3500,251,,Mobile App,Lower,
CUST103108,25,,Male,Bengaluru,1800000,3,36,10200,54,Platinum,In-store,Higher,
CUST103109,27,,,Chennai,375000,14,61,7000,137,Platinum,,Lower,
CUST103110,55,,Unknown,Chennai,1900000,49,16,7500,162,Gold,,Lower,
CUST103111,64,,,,1450000,77,79,1000,354,,,Lower,
CUST103112,49,,Male,Kolkata,1550000,91,18,6800,292,Platinum,,Higher,
CUST103113,65,,,Bengaluru,800000,1,71,9500,81,,In-store,Lower,
CUST103114,45,,,,1475000,57,47,2500,220,,,Lower,
CUST103115,34,,,Hyderabad,225000,17,32,7200,85,Bronze,,Lower,
CUST103116,48,,Unknown,Kolkata,700000,50,43,5700,83,Silver,Mobile App,Lower,
CUST103117,25,,,Ahmedabad,1325000,98,40,4500,319,,In-store,Lower,
CUST103118,57,,,Mumbai,1175000,14,65,10200,67,Gold,In-store,Lower,
CUST103119,42,,Unknown,Delhi,200000,59,35,11200,234,Platinum,Mobile App,Lower,
